region,row_count,computed_count,unresolved_count,min_gradient,mean_gradient,median_gradient,p95_gradient,p99_gradient,max_gradient,max_instance,max_element,max_x,max_y,max_z,materials,status
防渗墙,34896,32794,2102,0.112469969307319,285.1749696582738,20.9948024975729,21.90716988559863,168.58219660010468,118374.844437012,P25_SOLID_IMPERMEABLE_FILL_F12-1,1104,-78.916675567627,151.993041992188,3063.96496582031,UNRESOLVED_FROM_INPUT_SECTION,COMPUTED
坝基覆盖层,200636,200636,0,0.0296098018693867,1.0023111068043464,1.00000522081928,1.0456736008822125,1.230154915176418,2.78240225375141,V15_7_FOUNDATION_GEOLOGY_I,409390,-145.3125,440.625,3056.02374267578,Q3AL_I;Q3AL_II;Q3AL_III;Q3AL_IV1;Q3AL_IV2;Q3AL_V;Q4AL_SGR1;Q4AL_SGR2;Q4DEL,COMPUTED
过滤层,1480,814,666,0.590119989517968,33830.687285229054,1.628542890923725,344254.6352910048,347265.7277166949,353225.749549001,P25_SOLID_FILTER_LAYER_F01-1,548,-14.9465248584747,435.033798217773,3069.0,P25_FANLV,COMPUTED
岩体,194563,194562,1,0.0627860831517277,1.1636364593114457,1.00105993986088,1.167106031260459,4.6029813556207,6585.47319693738,V15_7_FOUNDATION_GEOLOGY_I,453181,-45.0,312.5,3023.03125,Q2FGL_I;Q2FGL_II;Q2FGL_III;Q2FGL_IV;Q2FGL_V;UNRESOLVED_FROM_INPUT_SECTION,COMPUTED
OTHER_NOT_IN_SCOPE,12802,11544,1258,0.238977243162968,58.858271790912504,1.0000604816495802,2.4134871878241224,709.4983802096815,8608.70100370978,P25_SOLID_DRAINAGE_BODY_F03-1,21,-9.86720502376556,439.020309448242,3071.72009277344,UNRESOLVED_FROM_INPUT_SECTION,COMPUTED
