Element label,Part,Instance,Element set,Material,Section,Coordinates,Error type
1809,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"6.076710163,-184.583333300,3059.000000000;7.075732965,-181.861111100,3059.500000000",NEGATIVE_VOLUME
1810,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"5.077687361,-184.805555600,3059.000000000;6.076710163,-182.083333300,3059.500000000",NEGATIVE_VOLUME
1811,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"4.078664558,-185.027777800,3059.000000000;5.077687361,-182.305555600,3059.500000000",NEGATIVE_VOLUME
1812,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"3.079641756,-185.250000000,3059.000000000;4.078664558,-182.527777800,3059.500000000",NEGATIVE_VOLUME
1813,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"2.080618954,-185.472222200,3059.000000000;3.079641756,-182.750000000,3059.500000000",NEGATIVE_VOLUME
1814,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"1.081596152,-185.694444400,3059.000000000;2.080618954,-182.972222200,3059.500000000",NEGATIVE_VOLUME
1815,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"0.082573350,-185.916666700,3059.000000000;1.081596152,-183.194444400,3059.500000000",NEGATIVE_VOLUME
1816,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-0.916449452,-186.138888900,3059.000000000;0.082573350,-183.416666700,3059.500000000",NEGATIVE_VOLUME
1817,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-1.915472255,-186.361111100,3059.000000000;-0.916449452,-183.638888900,3059.500000000",NEGATIVE_VOLUME
1818,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-2.914495057,-186.583333300,3059.000000000;-1.915472255,-183.861111100,3059.500000000",NEGATIVE_VOLUME
1819,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-3.913517859,-186.805555600,3059.000000000;-2.914495057,-184.083333300,3059.500000000",NEGATIVE_VOLUME
1820,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-4.912540661,-187.027777800,3059.000000000;-3.913517859,-184.305555600,3059.500000000",NEGATIVE_VOLUME
1821,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-5.911563463,-187.250000000,3059.000000000;-4.912540661,-184.527777800,3059.500000000",NEGATIVE_VOLUME
1822,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-6.910586265,-187.472222200,3059.000000000;-5.911563463,-184.750000000,3059.500000000",NEGATIVE_VOLUME
1823,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-7.909609068,-187.694444400,3059.000000000;-6.910586265,-184.972222200,3059.500000000",NEGATIVE_VOLUME
1824,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-8.908631870,-187.916666700,3059.000000000;-7.909609068,-185.194444400,3059.500000000",NEGATIVE_VOLUME
1825,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-9.907654672,-188.138888900,3059.000000000;-8.908631870,-185.416666700,3059.500000000",NEGATIVE_VOLUME
1826,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-10.906677470,-188.361111100,3059.000000000;-9.907654672,-185.638888900,3059.500000000",NEGATIVE_VOLUME
1827,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-11.905700280,-188.583333300,3059.000000000;-10.906677470,-185.861111100,3059.500000000",NEGATIVE_VOLUME
1828,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-12.904723080,-188.805555600,3059.000000000;-11.905700280,-186.083333300,3059.500000000",NEGATIVE_VOLUME
1829,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-13.903745880,-189.027777800,3059.000000000;-12.904723080,-186.305555600,3059.500000000",NEGATIVE_VOLUME
1830,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-14.902768680,-189.250000000,3059.000000000;-13.903745880,-186.527777800,3059.500000000",NEGATIVE_VOLUME
1831,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-15.901791490,-189.472222200,3059.000000000;-14.902768680,-186.750000000,3059.500000000",NEGATIVE_VOLUME
1832,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-16.900814290,-189.694444400,3059.000000000;-15.901791490,-186.972222200,3059.500000000",NEGATIVE_VOLUME
1833,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-17.899837090,-189.916666700,3059.000000000;-16.900814290,-187.194444400,3059.500000000",NEGATIVE_VOLUME
1834,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-18.898859890,-190.138888900,3059.000000000;-17.899837090,-187.416666700,3059.500000000",NEGATIVE_VOLUME
1835,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-19.897882690,-190.361111100,3059.000000000;-18.898859890,-187.638888900,3059.500000000",NEGATIVE_VOLUME
1836,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-20.896905500,-190.583333300,3059.000000000;-19.897882690,-187.861111100,3059.500000000",NEGATIVE_VOLUME
1837,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-21.895928300,-190.805555600,3059.000000000;-20.896905500,-188.083333300,3059.500000000",NEGATIVE_VOLUME
1838,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-22.894951100,-191.027777800,3059.000000000;-21.895928300,-188.305555600,3059.500000000",NEGATIVE_VOLUME
1839,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-23.893973900,-191.250000000,3059.000000000;-22.894951100,-188.527777800,3059.500000000",NEGATIVE_VOLUME
1840,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-24.892996700,-191.472222200,3059.000000000;-23.893973900,-188.750000000,3059.500000000",NEGATIVE_VOLUME
1841,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-25.892019510,-191.694444400,3059.000000000;-24.892996700,-188.972222200,3059.500000000",NEGATIVE_VOLUME
1842,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-26.891042310,-191.916666700,3059.000000000;-25.892019510,-189.194444400,3059.500000000",NEGATIVE_VOLUME
1843,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-27.890065110,-192.138888900,3059.000000000;-26.891042310,-189.416666700,3059.500000000",NEGATIVE_VOLUME
1844,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-28.889087910,-192.361111100,3059.000000000;-27.890065110,-189.638888900,3059.500000000",NEGATIVE_VOLUME
1845,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-29.888110720,-192.583333300,3059.000000000;-28.889087910,-189.861111100,3059.500000000",NEGATIVE_VOLUME
1846,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-30.887133520,-192.805555600,3059.000000000;-29.888110720,-190.083333300,3059.500000000",NEGATIVE_VOLUME
1847,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-31.886156320,-193.027777800,3059.000000000;-30.887133520,-190.305555600,3059.500000000",NEGATIVE_VOLUME
1848,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-32.885179120,-193.250000000,3059.000000000;-31.886156320,-190.527777800,3059.500000000",NEGATIVE_VOLUME
1849,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-33.884201920,-193.472222200,3059.000000000;-32.885179120,-190.750000000,3059.500000000",NEGATIVE_VOLUME
1850,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-34.883224730,-193.694444400,3059.000000000;-33.884201920,-190.972222200,3059.500000000",NEGATIVE_VOLUME
1851,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-35.882247530,-193.916666700,3059.000000000;-34.883224730,-191.194444400,3059.500000000",NEGATIVE_VOLUME
1852,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-36.881270330,-194.138888900,3059.000000000;-35.882247530,-191.416666700,3059.500000000",NEGATIVE_VOLUME
1853,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-37.880293130,-194.361111100,3059.000000000;-36.881270330,-191.638888900,3059.500000000",NEGATIVE_VOLUME
1854,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-38.879315930,-194.583333300,3059.000000000;-37.880293130,-191.861111100,3059.500000000",NEGATIVE_VOLUME
1855,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-39.878338740,-194.805555600,3059.000000000;-38.879315930,-192.083333300,3059.500000000",NEGATIVE_VOLUME
1856,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-40.877361540,-195.027777800,3059.000000000;-39.878338740,-192.305555600,3059.500000000",NEGATIVE_VOLUME
1857,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-41.876384340,-195.250000000,3059.000000000;-40.877361540,-192.527777800,3059.500000000",NEGATIVE_VOLUME
1858,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-42.875407140,-195.472222200,3059.000000000;-41.876384340,-192.750000000,3059.500000000",NEGATIVE_VOLUME
1859,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-43.874429950,-195.694444400,3059.000000000;-42.875407140,-192.972222200,3059.500000000",NEGATIVE_VOLUME
1860,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-44.873452750,-195.916666700,3059.000000000;-43.874429950,-193.194444400,3059.500000000",NEGATIVE_VOLUME
1861,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-45.872475550,-196.138888900,3059.000000000;-44.873452750,-193.416666700,3059.500000000",NEGATIVE_VOLUME
1862,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-46.871498350,-196.361111100,3059.000000000;-45.872475550,-193.638888900,3059.500000000",NEGATIVE_VOLUME
1863,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-47.870521150,-196.583333300,3059.000000000;-46.871498350,-193.861111100,3059.500000000",NEGATIVE_VOLUME
1864,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-48.869543960,-196.805555600,3059.000000000;-47.870521150,-194.083333300,3059.500000000",NEGATIVE_VOLUME
1865,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-49.868566760,-197.027777800,3059.000000000;-48.869543960,-194.305555600,3059.500000000",NEGATIVE_VOLUME
1866,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-50.867589560,-197.250000000,3059.000000000;-49.868566760,-194.527777800,3059.500000000",NEGATIVE_VOLUME
1867,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-51.866612360,-197.472222200,3059.000000000;-50.867589560,-194.750000000,3059.500000000",NEGATIVE_VOLUME
1868,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-52.865635170,-197.694444400,3059.000000000;-51.866612360,-194.972222200,3059.500000000",NEGATIVE_VOLUME
1869,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-53.864657970,-197.916666700,3059.000000000;-52.865635170,-195.194444400,3059.500000000",NEGATIVE_VOLUME
1870,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-54.863680770,-198.138888900,3059.000000000;-53.864657970,-195.416666700,3059.500000000",NEGATIVE_VOLUME
1871,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-55.862703570,-198.361111100,3059.000000000;-54.863680770,-195.638888900,3059.500000000",NEGATIVE_VOLUME
1872,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-56.861726370,-198.583333300,3059.000000000;-55.862703570,-195.861111100,3059.500000000",NEGATIVE_VOLUME
1873,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-57.860749180,-198.805555600,3059.000000000;-56.861726370,-196.083333300,3059.500000000",NEGATIVE_VOLUME
1874,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-58.859771980,-199.027777800,3059.000000000;-57.860749180,-196.305555600,3059.500000000",NEGATIVE_VOLUME
1875,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-59.858794780,-199.250000000,3059.000000000;-58.859771980,-196.527777800,3059.500000000",NEGATIVE_VOLUME
1876,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-60.857817580,-199.472222200,3059.000000000;-59.858794780,-196.750000000,3059.500000000",NEGATIVE_VOLUME
1877,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-61.856840380,-199.694444400,3059.000000000;-60.857817580,-196.972222200,3059.500000000",NEGATIVE_VOLUME
1878,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-62.855863190,-199.916666700,3059.000000000;-61.856840380,-197.194444400,3059.500000000",NEGATIVE_VOLUME
1879,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-63.854885990,-200.138888900,3059.000000000;-62.855863190,-197.416666700,3059.500000000",NEGATIVE_VOLUME
1880,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-64.853908790,-200.361111100,3059.000000000;-63.854885990,-197.638888900,3059.500000000",NEGATIVE_VOLUME
1881,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-65.852931590,-200.583333300,3059.000000000;-64.853908790,-197.861111100,3059.500000000",NEGATIVE_VOLUME
1882,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-66.851954400,-200.805555600,3059.000000000;-65.852931590,-198.083333300,3059.500000000",NEGATIVE_VOLUME
1883,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-67.850977200,-201.027777800,3059.000000000;-66.851954400,-198.305555600,3059.500000000",NEGATIVE_VOLUME
1884,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"-68.850000000,-201.250000000,3059.000000000;-67.850977200,-198.527777800,3059.500000000",NEGATIVE_VOLUME
1885,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"379.711238200,-101.472222200,3059.500000000;380.710261000,-101.000000000,3061.500000000",NEGATIVE_VOLUME
1886,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"378.712215400,-101.694444400,3059.500000000;379.711238200,-101.222222200,3061.500000000",NEGATIVE_VOLUME
1887,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"377.713192600,-101.916666700,3059.500000000;378.712215400,-101.444444400,3061.500000000",NEGATIVE_VOLUME
1888,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"376.714169800,-102.138888900,3059.500000000;377.713192600,-101.666666700,3061.500000000",NEGATIVE_VOLUME
1889,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"375.715147000,-102.361111100,3059.500000000;376.714169800,-101.888888900,3061.500000000",NEGATIVE_VOLUME
1890,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"374.716124200,-102.583333300,3059.500000000;375.715147000,-102.111111100,3061.500000000",NEGATIVE_VOLUME
1891,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"373.717101400,-102.805555600,3059.500000000;374.716124200,-102.333333300,3061.500000000",NEGATIVE_VOLUME
1892,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"372.718078600,-103.027777800,3059.500000000;373.717101400,-102.555555600,3061.500000000",NEGATIVE_VOLUME
1893,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"371.719055800,-103.250000000,3059.500000000;372.718078600,-102.777777800,3061.500000000",NEGATIVE_VOLUME
1894,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"370.720033000,-103.472222200,3059.500000000;371.719055800,-103.000000000,3061.500000000",NEGATIVE_VOLUME
1895,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"369.721010200,-103.694444400,3059.500000000;370.720033000,-103.222222200,3061.500000000",NEGATIVE_VOLUME
1896,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"368.721987400,-103.916666700,3059.500000000;369.721010200,-103.444444400,3061.500000000",NEGATIVE_VOLUME
1897,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"367.722964500,-104.138888900,3059.500000000;368.721987400,-103.666666700,3061.500000000",NEGATIVE_VOLUME
1898,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"366.723941700,-104.361111100,3059.500000000;367.722964500,-103.888888900,3061.500000000",NEGATIVE_VOLUME
1899,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"365.724918900,-104.583333300,3059.500000000;366.723941700,-104.111111100,3061.500000000",NEGATIVE_VOLUME
1900,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"364.725896100,-104.805555600,3059.500000000;365.724918900,-104.333333300,3061.500000000",NEGATIVE_VOLUME
1901,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"363.726873300,-105.027777800,3059.500000000;364.725896100,-104.555555600,3061.500000000",NEGATIVE_VOLUME
1902,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"362.727850500,-105.250000000,3059.500000000;363.726873300,-104.777777800,3061.500000000",NEGATIVE_VOLUME
1903,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"361.728827700,-105.472222200,3059.500000000;362.727850500,-105.000000000,3061.500000000",NEGATIVE_VOLUME
1904,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"360.729804900,-105.694444400,3059.500000000;361.728827700,-105.222222200,3061.500000000",NEGATIVE_VOLUME
1905,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"359.730782100,-105.916666700,3059.500000000;360.729804900,-105.444444400,3061.500000000",NEGATIVE_VOLUME
1906,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"358.731759300,-106.138888900,3059.500000000;359.730782100,-105.666666700,3061.500000000",NEGATIVE_VOLUME
1907,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"357.732736500,-106.361111100,3059.500000000;358.731759300,-105.888888900,3061.500000000",NEGATIVE_VOLUME
1908,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"356.733713700,-106.583333300,3059.500000000;357.732736500,-106.111111100,3061.500000000",NEGATIVE_VOLUME
1909,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"355.734690900,-106.805555600,3059.500000000;356.733713700,-106.333333300,3061.500000000",NEGATIVE_VOLUME
1910,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"354.735668100,-107.027777800,3059.500000000;355.734690900,-106.555555600,3061.500000000",NEGATIVE_VOLUME
1911,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"353.736645300,-107.250000000,3059.500000000;354.735668100,-106.777777800,3061.500000000",NEGATIVE_VOLUME
1912,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"352.737622500,-107.472222200,3059.500000000;353.736645300,-107.000000000,3061.500000000",NEGATIVE_VOLUME
1913,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"351.738599700,-107.694444400,3059.500000000;352.737622500,-107.222222200,3061.500000000",NEGATIVE_VOLUME
1914,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"350.739576900,-107.916666700,3059.500000000;351.738599700,-107.444444400,3061.500000000",NEGATIVE_VOLUME
1915,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"349.740554100,-108.138888900,3059.500000000;350.739576900,-107.666666700,3061.500000000",NEGATIVE_VOLUME
1916,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"348.741531300,-108.361111100,3059.500000000;349.740554100,-107.888888900,3061.500000000",NEGATIVE_VOLUME
1917,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"347.742508500,-108.583333300,3059.500000000;348.741531300,-108.111111100,3061.500000000",NEGATIVE_VOLUME
1918,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"346.743485700,-108.805555600,3059.500000000;347.742508500,-108.333333300,3061.500000000",NEGATIVE_VOLUME
1919,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"345.744462900,-109.027777800,3059.500000000;346.743485700,-108.555555600,3061.500000000",NEGATIVE_VOLUME
1920,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"344.745440100,-109.250000000,3059.500000000;345.744462900,-108.777777800,3061.500000000",NEGATIVE_VOLUME
1921,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"343.746417300,-109.472222200,3059.500000000;344.745440100,-109.000000000,3061.500000000",NEGATIVE_VOLUME
1922,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"342.747394500,-109.694444400,3059.500000000;343.746417300,-109.222222200,3061.500000000",NEGATIVE_VOLUME
1923,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"341.748371700,-109.916666700,3059.500000000;342.747394500,-109.444444400,3061.500000000",NEGATIVE_VOLUME
1924,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"340.749348900,-110.138888900,3059.500000000;341.748371700,-109.666666700,3061.500000000",NEGATIVE_VOLUME
1925,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"339.750326100,-110.361111100,3059.500000000;340.749348900,-109.888888900,3061.500000000",NEGATIVE_VOLUME
1926,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"338.751303300,-110.583333300,3059.500000000;339.750326100,-110.111111100,3061.500000000",NEGATIVE_VOLUME
1927,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"337.752280500,-110.805555600,3059.500000000;338.751303300,-110.333333300,3061.500000000",NEGATIVE_VOLUME
1928,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"336.753257700,-111.027777800,3059.500000000;337.752280500,-110.555555600,3061.500000000",NEGATIVE_VOLUME
1929,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"335.754234900,-111.250000000,3059.500000000;336.753257700,-110.777777800,3061.500000000",NEGATIVE_VOLUME
1930,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"334.755212100,-111.472222200,3059.500000000;335.754234900,-111.000000000,3061.500000000",NEGATIVE_VOLUME
1931,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"333.756189300,-111.694444400,3059.500000000;334.755212100,-111.222222200,3061.500000000",NEGATIVE_VOLUME
1932,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"332.757166500,-111.916666700,3059.500000000;333.756189300,-111.444444400,3061.500000000",NEGATIVE_VOLUME
1933,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"331.758143700,-112.138888900,3059.500000000;332.757166500,-111.666666700,3061.500000000",NEGATIVE_VOLUME
1934,V15_4_FISHWAY,V15_4_FISHWAY_I,V15_10_ALL,CONCRETE,V15_10_ALL,"330.759120900,-112.361111100,3059.500000000;331.758143700,-111.888888900,3061.500000000",NEGATIVE_VOLUME
