instance,element_label,x,y,z,mean_pore_pressure,hydraulic_head,gradient_x,gradient_y,gradient_z,gradient_norm,neighbor_count,status
P25_SOLID_CUTOFF_WALL_F13-1,32523,-35.5,475.0000305175781,3067.56005859375,-0.15342414379119873,3067.5444190276144,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32524,-35.5,475.0000305175781,3071.5250244140625,0.21388161182403564,3071.546826820976,,,,,5,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32525,-35.5,479.0000305175781,3021.469970703125,12.369300842285156,3022.730857639138,,,,,5,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32526,-35.5,479.0000305175781,3023.9249267578125,3.1483230590820312,3024.245856733254,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32527,-35.5,479.0000305175781,3027.8948974609375,4.675432205200195,3028.37149605474,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32528,-35.5,479.0000305175781,3031.8599853515625,3.4737510681152344,3032.21408841661,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32529,-35.5,479.0000305175781,3035.8250732421875,2.6577816009521484,3036.09599899152,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32530,-35.5,479.0000305175781,3039.7950439453125,2.838444709777832,3040.0843859136894,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32531,-35.5,479.0000305175781,3043.760009765625,1.6459970474243164,3043.9277974361066,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32532,-35.5,479.0000305175781,3047.7249755859375,1.945988655090332,3047.923343440687,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32533,-35.5,479.0000305175781,3051.6949462890625,0.9889111518859863,3051.7957527265635,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32534,-35.5,479.0000305175781,3055.659912109375,1.1600422859191895,3055.77816310692,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32535,-35.5,479.0000305175781,3059.625,0.6988897323608398,3059.6962425823,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32536,-35.5,479.0000305175781,3063.5950927734375,0.8220498561859131,3063.6788899045473,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32537,-35.5,479.0000305175781,3067.56005859375,0.6062307357788086,3067.6218558145224,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32538,-35.5,479.0000305175781,3071.5250244140625,0.5119589567184448,3071.5772118714244,,,,,5,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32539,-35.5,483.0000305175781,3021.469970703125,-11.401554107666016,3020.3077327716605,,,,,5,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32540,-35.5,483.0000305175781,3023.9249267578125,-2.4039344787597656,3023.6798773715986,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32541,-35.5,483.0000305175781,3027.8948974609375,-3.757173538208008,3027.5119032164716,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32542,-35.5,483.0000305175781,3031.8599853515625,-3.164318084716797,3031.537424894405,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32543,-35.5,483.0000305175781,3035.8250732421875,-2.3028573989868164,3035.5903273299564,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32544,-35.5,483.0000305175781,3039.7950439453125,-2.7975940704345703,3039.5098661603547,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
P25_SOLID_CUTOFF_WALL_F13-1,32545,-35.5,483.0000305175781,3043.760009765625,-1.6669597625732422,3043.590085223059,,,,,8,UNRESOLVED_LOCAL_GEOMETRY
