step,nset,node_z_m,old_p_kPa,new_p_kPa,target_downstream_head_m,basis
S06_DRAWDOWN_TO_3074M,V12_D_00042,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00043,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00044,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00045,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00046,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00047,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00048,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00049,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00050,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00051,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00052,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00053,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00054,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00055,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00056,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00057,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00058,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00059,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00060,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00061,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00062,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00063,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00064,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00065,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00066,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00067,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00068,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00069,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00070,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00071,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00072,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00073,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
S06_DRAWDOWN_TO_3074M,V12_D_00074,3055.000000,0.000000,0.000000,3053.50,dead-water/drawdown stability case
