step,boundary,node_or_surface,instance,part,x_m,y_m,z_m,head_H_m,prescribed_POR_kPa,formula,physical_boundary_check,status,basis
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00000,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-36.500000,445.000000,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00001,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-90.500000,445.000000,3059.165040,3076.000000,165.150958,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00002,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-70.500000,445.000000,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00003,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-58.500000,445.000000,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00004,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-46.500000,445.000000,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00005,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-87.166664,445.000000,3060.784910,3076.000000,149.260033,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00006,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-83.833336,445.000000,3062.404540,3076.000000,133.371463,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00007,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-80.500000,445.000000,3064.024410,3076.000000,117.480538,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00008,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-77.166664,445.000000,3065.644040,3076.000000,101.591968,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00009,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-73.833336,445.000000,3067.263920,3076.000000,85.700945,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00010,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-66.500000,445.000000,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00011,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-62.500000,445.000000,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00012,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-54.500000,445.000000,3070.426270,3076.000000,54.678291,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00013,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-50.500000,445.000000,3071.968990,3076.000000,39.544208,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00014,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-43.166668,445.000000,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00015,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-39.833332,445.000000,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00016,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-36.500000,441.013514,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00017,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-90.500000,441.013514,3059.165040,3076.000000,165.150958,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00018,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-70.500000,441.013514,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00019,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-58.500000,441.013514,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00020,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-46.500000,441.013514,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00021,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-87.166664,441.013514,3060.784910,3076.000000,149.260033,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00022,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-83.833336,441.013514,3062.404540,3076.000000,133.371463,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00023,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-80.500000,441.013514,3064.024410,3076.000000,117.480538,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00024,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-77.166664,441.013514,3065.644040,3076.000000,101.591968,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00025,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-73.833336,441.013514,3067.263920,3076.000000,85.700945,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00026,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-66.500000,441.013514,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00027,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-62.500000,441.013514,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00028,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-54.500000,441.013514,3070.426270,3076.000000,54.678291,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00029,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-50.500000,441.013514,3071.968990,3076.000000,39.544208,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00030,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-43.166668,441.013514,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00031,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-39.833332,441.013514,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00032,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-36.500000,437.027027,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00033,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-90.500000,437.027027,3059.165040,3076.000000,165.150958,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00034,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-70.500000,437.027027,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00035,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-58.500000,437.027027,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00036,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-46.500000,437.027027,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00037,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-87.166664,437.027027,3060.784910,3076.000000,149.260033,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00038,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-83.833336,437.027027,3062.404540,3076.000000,133.371463,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00039,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-80.500000,437.027027,3064.024410,3076.000000,117.480538,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00040,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-77.166664,437.027027,3065.644040,3076.000000,101.591968,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00041,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-73.833336,437.027027,3067.263920,3076.000000,85.700945,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00042,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-66.500000,437.027027,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00043,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-62.500000,437.027027,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00044,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-54.500000,437.027027,3070.426270,3076.000000,54.678291,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00045,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-50.500000,437.027027,3071.968990,3076.000000,39.544208,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00046,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-43.166668,437.027027,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00047,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-39.833332,437.027027,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00048,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-36.500000,433.040541,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00049,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-90.500000,433.040541,3059.165040,3076.000000,165.150958,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00050,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-70.500000,433.040541,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00051,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-58.500000,433.040541,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00052,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-46.500000,433.040541,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00053,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-87.166664,433.040541,3060.784910,3076.000000,149.260033,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00054,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-83.833336,433.040541,3062.404540,3076.000000,133.371463,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00055,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-80.500000,433.040541,3064.024410,3076.000000,117.480538,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00056,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-77.166664,433.040541,3065.644040,3076.000000,101.591968,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00057,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-73.833336,433.040541,3067.263920,3076.000000,85.700945,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00058,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-66.500000,433.040541,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00059,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-62.500000,433.040541,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00060,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-54.500000,433.040541,3070.426270,3076.000000,54.678291,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00061,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-50.500000,433.040541,3071.968990,3076.000000,39.544208,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00062,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-43.166668,433.040541,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00063,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-39.833332,433.040541,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00064,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-36.500000,429.054054,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00065,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-90.500000,429.054054,3059.165040,3076.000000,165.150958,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00066,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-70.500000,429.054054,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00067,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-58.500000,429.054054,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00068,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-46.500000,429.054054,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00069,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-87.166664,429.054054,3060.784910,3076.000000,149.260033,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00070,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-83.833336,429.054054,3062.404540,3076.000000,133.371463,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00071,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-80.500000,429.054054,3064.024410,3076.000000,117.480538,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00072,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-77.166664,429.054054,3065.644040,3076.000000,101.591968,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00073,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-73.833336,429.054054,3067.263920,3076.000000,85.700945,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00074,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-66.500000,429.054054,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00075,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-62.500000,429.054054,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00076,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-54.500000,429.054054,3070.426270,3076.000000,54.678291,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00077,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-50.500000,429.054054,3071.968990,3076.000000,39.544208,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00078,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-43.166668,429.054054,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00079,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-39.833332,429.054054,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00080,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-36.500000,425.067568,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00081,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-90.500000,425.067568,3059.165040,3076.000000,165.150958,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00082,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-70.500000,425.067568,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00083,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-58.500000,425.067568,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00084,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-46.500000,425.067568,3073.511470,3076.000000,24.412479,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00085,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-87.166664,425.067568,3060.784910,3076.000000,149.260033,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00086,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-83.833336,425.067568,3062.404540,3076.000000,133.371463,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00087,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-80.500000,425.067568,3064.024410,3076.000000,117.480538,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00088,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-77.166664,425.067568,3065.644040,3076.000000,101.591968,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00089,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-73.833336,425.067568,3067.263920,3076.000000,85.700945,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00090,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-66.500000,425.067568,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00091,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-62.500000,425.067568,3068.883540,3076.000000,69.812473,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
S03_NORMAL_RESERVOIR,UPSTREAM,V12_U_00092,P25_SOLID_IMPERMEABLE_FILL_F12-1,P25_SOLID_IMPERMEABLE_FILL_F12,-54.500000,425.067568,3070.426270,3076.000000,54.678291,"9.81*max(H-z,0)",source upstream pore-head node set,PASS,normal reservoir
