interface,region_a,region_b,region_a_p95,region_b_p95,p95_growth_ratio,target_ratio,status,notes
M3-A_0-8m to M3-B_8-20m,M3-A_0-8m,M3-B_8-20m,9.50018321,9.875,1.03945364,<=1.5 preferred; <=2.0 max,PASS,actual connectivity-derived band statistics
M3-B_8-20m to M3-C_20-40m,M3-B_8-20m,M3-C_20-40m,9.875,10,1.01265823,<=1.5 preferred; <=2.0 max,PASS,actual connectivity-derived band statistics
M3-C_20-40m to M3-D_40-60m,M3-C_20-40m,M3-D_40-60m,10,10,1,<=1.5 preferred; <=2.0 max,PASS,actual connectivity-derived band statistics
M3-D_40-60m to M4_TRANSITION_GEOLOGY,M3-D_40-60m,M4_TRANSITION_GEOLOGY,10,13.6365341,1.36365341,<=1.5 preferred; <=2.0 max,PASS,actual connectivity-derived band statistics
