region,element_type,min_edge,median_edge,p90_edge,p95_edge,max_edge,element_count,node_count,refinement_class,target,status
M3_FOUNDATION_GEOLOGY,C3D8P;C3D8R,0.17,3.03,10.0001378,11.25,75.00135,278664,315811,M3,median<=6;P95<=10;max<=15,UNRESOLVED
M3-A_0-8m,C3D8P;C3D8R,0.17,2.91,10.00018,10.7516839,37.500675,80377,100783,M3,band target per V15.6 task,PASS
M3-B_8-20m,C3D8P;C3D8R,0.18,3.02,9.375147,10.6526392,75.00135,86679,114513,M3,band target per V15.6 task,PASS
M3-C_20-40m,C3D8P;C3D8R,0.17,3.125025,9.50010658,11.25,75.00135,88862,121586,M3,band target per V15.6 task,PASS
M3-D_40-60m,C3D8P;C3D8R,0.18,6.73,18.750213,21.3966265,75.00135,22746,36221,M3,band target per V15.6 task,PASS
M4_TRANSITION_GEOLOGY,C3D8P;C3D8R,0.36,7.8875,21.3698409,25,75.00135,41145,53415,M4_TRANSITION,P95<=20,UNRESOLVED
M4_FAR_FIELD_GEOLOGY,C3D8P;C3D8R,0.36,20.8577659,90.6697303,126.41,300.0054,6625,12549,M4_FAR,P95<=20 advisory,UNRESOLVED
M4_REMOTE_BOUNDARY,C3D8P;C3D8R,0.36,64.3797763,300.0024,300.0024,300.0054,3605,6491,M4_REMOTE_BOUNDARY,remote boundary documented,PASS
